district,state,homepage,index_score,tier,found_policy_url,found_tech_url,found_contact_url,notes,score_0_to_5,public_ai_policy_exists,evidence_public_ai_policy_exists,ai_use_publicly_disclosed,evidence_ai_use_publicly_disclosed,oversight_named,evidence_oversight_named,board_policy_mentions_ai,evidence_board_policy_mentions_ai,public_contact_available,evidence_public_contact_available
Fitzgerald Public Schools,MI,https://www.fitz.k12.mi.us/,30,Minimal Transparency,https://www.fitz.k12.mi.us/page/reporting-alleged-legal-policy-violations,,https://www.fitz.k12.mi.us/page/administrative-contacts,Missing: tech (crawl limited),2,0,,0,,1,"ict policies, contracts or administrative guidelines, the following are methods to report those concerns: Notify your supervisor Notify the Director of Human Resources Notify Information Technology (IT) Support Services Use the suggestion boxes at the school buildings Complete th…",0,,1,for Board of Education Board of Education Overview Agendas & Minutes Policies Board Members Resolutions About Show submenu for About About Contact Us More Show submenu for Skip Gallery Welcome to Fitzgerald Public Schools End of Gallery Annual Education Reports Student Registrati…
Fraser Public Schools,MI,https://www.fraser.k12.mi.us/,30,Minimal Transparency,https://www.fraser.k12.mi.us/board-of-education,,https://www.fraser.k12.mi.us/departments/special-education/special-education-staff,Missing: tech (crawl limited),2,0,,0,,1,atement Departments Business Office Community Relations Curriculum Human Resources Operations & Maintenance School Safety Special Education Superintendent Technology Transportation Programs Athletics Career & Technical Education Food Service Fraser Aquatics School Age Child Care …,0,,1,Bond 2023 Budget Transparency District Map (opens in new window/tab) Fraser Educational Foundation Grant Information Portrait of a Graduate Staff Directory (opens in new window/tab) Strategic Plan Board Of Education Meeting Dates About Our Board Agendas and Minutes Board Committe…
Romeo Community Schools,MI,https://romeok12.org/,30,Minimal Transparency,https://romeok12.org/board-of-eductation/bylaws-and-policies/,,https://romeok12.org/schools/croswell-early-childhood-center/our-staff/,Missing: tech (crawl limited),2,0,,0,,1,Employment Lunch Menus Enrollment Health and Wellness Calendar Parent Portal Construction Updates District Home For Parents For Staff Staff Directory Site Map Budget Badge Budget and Salary/Compensation Transparency Reporting MI School Data Visit Our Dashboard Previous Next Pause…,0,,1,ments Employment Lunch Menus Enrollment Health and Wellness Calendar Parent Portal Construction Updates District Home For Parents For Staff Staff Directory Site Map Budget Badge Budget and Salary/Compensation Transparency Reporting MI School Data Visit Our Dashboard Previous Next…
Utica Community Schools,MI,https://www.uticak12.org/,30,Minimal Transparency,https://www.uticak12.org/about-ucs/board-of-education,https://www.uticak12.org/families-community/technology-support/home/staff-support/staff-faq,https://www.uticak12.org/families-community/technology-support/home/staff-support/staff-faq,,2,0,,0,,1,"Luke Grunow Feb 12 2026 2 : 34 PM The Michigan Interscholastic Athletic Administrators Association (MIAAA) has named Robin Dilday, Athletic Director at Utica Community Schools, the Region 10 Athletic Director of the Year. This prestigious honor recognizes outstanding leadership, …",0,,1,- Utica Community Schools Skip To Main Content Close Menu Search Clear Search Open Schools Quick Links Enrollment Employment News Calendar Contact Us Translate About UCS Board of Education Board Policies & Procedures Bond Issue Updates Bond Issue Updates Building For the Future A…
Van Dyke Public Schools,MI,https://www.vdps.net/,30,Minimal Transparency,https://www.vdps.net/page/board-of-education-bylaws-and-policies,,https://www.vdps.net/page/administration,Missing: tech (crawl limited),2,0,,0,,1,"er our Board policies, the official minutes of the Board of Education meetings are stored and available for inspection at the Office of the Superintendent. If you are an individual with a disability who is in need of a reader, amplifier, qualified sign language interpreter or any…",0,,1,"ualified sign language interpreter or any other form of auxiliary aid or service to attend or participate in the meeting or hearing, please contact the Office of the Superintendent at 586.758.8333 at least one week prior to the meeting. Bylaws and Policies Board of Education Boar…"
Roseville Community Schools,MI,https://rosevillepride.org/,30,Minimal Transparency,https://rosevillepride.org/our-district/board-of-education/,,https://rosevillepride.org/our-district/administration/,Missing: tech (crawl limited),2,0,,0,,1,o start of staff cards Teresa Tomala Special Education Director Send an Email Skip to end of staff cards Skip to start of staff cards Joe Smith Buildings & Ground Director Send an Email Skip to end of staff cards Skip to start of staff cards Scott Sikorski Coordinator of Transpor…,0,,1,Special Education Restorative Practices RCS Scholarship Foundation Young Fives Our District Board of Education Administration Calendars RCS Staff Directory Contact Us Alumni Employment District Home Job Listings Enroll How to Enroll School of Choice Registration Early Childhood L…
Mount Clemens Community Schools,MI,https://www.mtcps.org/,30,Minimal Transparency,https://www.mtcps.org/district/school-board/bylaws-and-policies/,,https://www.mtcps.org/district/contact-us/,Missing: tech (crawl limited),2,0,,0,,1,"ed of the status of Policy 5517 investigation and provide the Principal with a copy of the resulting
written report. Likewise, the Title IX Coordinator will provide the Principal with the determination of responsibility that results from
the Policy 2266 grievance process.
Investi…",0,,1,and Policies Remote Participation School Board Meetings School Board Members School Board Goals School Board Resources School Safety Drills Staff Directory Superintendent Transportation 2025 Bond Mount Clemens Enrollment Parents Bussing Information Child Cyber Safety District Pho…
New Haven Community Schools,MI,https://www.newhaven.misd.net/,30,Minimal Transparency,,,,"Missing: policy, tech, contact (crawl limited)",2,0,,0,,1,rough e-Funds. The cost of the pass is $60.00 and is good for 30 regular season home event admissions. e-Funds for Schools Mr. John McMahon Director of Athletics and Facilities Use Email Athletic Director Ms. Stacey Conners Athletic Secretary Email Athletic Secretary Mrs. Dawn Vi…,0,,1,"Every Day. No Exceptions. No Excuses.” To begin the enrollment process, please print the appropriate enrollment packet for your student and contact the enrolling secretary listed to schedule a time to submit your completed forms. Required Documents for Enrollment To ensure a smoo…"
Warren Woods Public Schools,MI,https://www.warrenwoods.misd.net/,75,Emerging Governance,https://www.warrenwoods.misd.net/our-district/superintendent/nondiscrimintation-policy/,https://www.warrenwoods.misd.net/our-district/departments/technology-services/,https://www.warrenwoods.misd.net/our-schools/briarwood-elementary/staff-directory/,,4,1,Matic Scan from a Mobile Device using Office Lens Technology Policies Staff Acceptable Use Policy Staff Equipment Lending Agreement Student Acceptable Use Policy Student Equipment Release Form Artificial Intelligence (AI) Policy Student Conduct Policy (Includes AI) Tech Tip Tuesd…,0,,1,"Booster Club Bus Information Calendar-District Calendar-WWT Clubs, Organizations and Advisors Counseling SAT - PSAT-MSTEP Information Staff Directory and Email Phone Directory Student Handbook Titan Nation Adult & Community Education Adult Education Adult Education News Credit Re…",1,erge PDFs Record camera video using Screencast-O-Matic Scan from a Mobile Device using Office Lens Technology Policies Staff Acceptable Use Policy Staff Equipment Lending Agreement Student Acceptable Use Policy Student Equipment Release Form Artificial Intelligence (AI) Policy St…,1,od Elementary Annual Education Reports Community Resources Medical Action Plans Monthly Calendar Monthly Newsletter School Improvement Plan Staff Directory and Email Student Handbook Pinewood Elementary Enrollment Checklist Google Community Calendar Link Literacy Footprints Link …
Manistee Area Public Schools,MI,https://www.manisteemariners.org/,30,Minimal Transparency,https://www.manisteemariners.org/privacy-policy/,,https://www.manisteemariners.org/staff/,Missing: tech (crawl limited),2,0,,0,,1,"tkins, Amy Math awatkins@manistee.org MMHS Williams, Donna General Supervision dwilliams@manistee.org MMHS Williams, Jennifer MS Activities Director / Sensory / Library jwilliams@manistee.org MMHS Wittlief, Candace Paraprofessional cwittlief@manistee.org MMHS Zehner, Chris Paine …",0,,1,"IMPORTANT 🚨 Secure Mode at MMHS (1-12-26) Disney’s The Little Mermaid Auditions!! Band Concerts This Week! CENTRAL OFFICE/PRIMARY DISTRICT CONTACT Central/Board Office p: (231) 723-3521 f: (231) 723-1507 SCHOOLS CONTACT Middle + High School Serving Grades 6-12 525 12th St, Manist…"
South Lake Schools,MI,https://www.solake.org/,30,Minimal Transparency,,,https://www.solake.org/apps/staff/,"Missing: policy, tech (crawl limited)",2,0,,0,,1,tant to Curriculum and Technology jbaumgart@solake.org Renee Deleersnyder Transportation Coordinator rdeleersnyder@solake.org Corey Edwards Director of Athletics cedwards@solake.org Joe Ferlito Carol Haksluoto Exec Asst Pupil Acctg/PS Liaison/Technology chaksluoto@solake.org Carr…,0,,1,5-1600 Fax: (586) 435-1699 Powered by Edlio Edlio Login Directions Calendar Facebook Twitter Vimeo Search Search Search Mobile Footer Links Staff Directory Calendar News Contact Staff Directory | South Lake Schools Skip to main content Main Menu Toggle Our District About Us Atten…
L'Anse Creuse Public Schools,MI,https://www.lc-ps.org/,30,Minimal Transparency,https://www.lc-ps.org/programs/community-education/registration-information--refund-policies/,,https://www.lc-ps.org/our-district/for-lcps-staff/,Missing: tech (crawl limited),2,0,,0,,1,"g Agreements Special Education Student & Information Services PowerSchool - Parent Portal Schools of Choice Enrollment Community Assistance Superintendent's Office Technology Support Transportation Programs Adult Education Athletics Community Education Classes, Clubs & Events Tri…",0,,1,APAC Macomb County Juvenile Justice Center Wheeler Community Center & Administrative Offices More Links District Home Calendar For Students Staff Directory Quicklinks LCPS-TV Facility Use Food Service Payments Technology Support OK2Say For Staff For Students Community Education E…
Marquette Area Public Schools,MI,https://www.mapsnet.org/,30,Minimal Transparency,https://www.mapsnet.org/page/seclusion-and-restraint-policies,,https://www.mapsnet.org/staff,Missing: tech (crawl limited),2,0,,0,,1,Support Staff of the Year Other Awards Requests for Bids Requests for Bids Building Directory Show submenu for Building Directory Building Directory Central Office Shiras Planetarium Kaufman Auditorium More Show submenu for Skip Gallery Marquette Senior High School End of Gallery…,0,,1,Teacher of the Year MAPS 6-12 Teacher of the Year MAPS Support Staff of the Year Other Awards Requests for Bids Requests for Bids Building Directory Show submenu for Building Directory Building Directory Central Office Shiras Planetarium Kaufman Auditorium More Show submenu for S…
Big Rapids Public Schools,MI,https://www.brps.org/,10,No Public AI Governance Signals,https://www.brps.org/page/board-of-education,,https://www.brps.org/o/brps/page/staff,Missing: tech (crawl limited),1,0,,0,,0,,0,,1,ation Curriculum District Communication Enroll Ferris TV - Making The Grade Points of Pride School of Choice School Safety Special Services Staff Directory Volunteer Resources State Required Info Show submenu for State Required Info District Annual Education Report (AER) District…
Chippewa Hills School District,MI,https://www.chsd.us/,10,No Public AI Governance Signals,https://www.chsd.us/page/board-of-education,,https://www.chsd.us/page/administration,Missing: tech (crawl limited),1,0,,0,,0,,0,,1,"ct Communications District Documents & Forms District Reports Employment Newsletter Purchasing/Bids Schools of Choice Skyward Family Access Staff Directory Surveys Transparency, Resources & Notices Departments Show submenu for Departments Departments 504 Athletics Food Service In…"
Evart Public Schools,MI,https://evartps.org/,75,Emerging Governance,https://evartps.org/our-district/board-policies/,,https://evartps.org/our-district/board-member-directory/,Missing: tech (crawl limited),4,1,s and Payroll Information Policy 4225 - Temporary Remote Work Policy 4226 - Intentionally Left Blank Policy 4227 - False Medicaid Claims-23 Policy 4228 - No Expectation of Privacy Policy 4229 - Acceptable Use of Generative Artificial Intelligence Section 4300 - Non-Exempt Staff P…,0,,1,(AER) Skyward Tutorials High School Annual Education Report (AER) Attendance Counselor's Corner Drills Forms & Documents High School Staff Directory HS Handbook SAT Prep and Info Transcripts Work Permits & Information Adult Education Volunteer Athletics Evart MS Athletics Evart H…,1,esignation Policy 4224 - Personnel Files and Payroll Information Policy 4225 - Temporary Remote Work Policy 4226 - Intentionally Left Blank Policy 4227 - False Medicaid Claims-23 Policy 4228 - No Expectation of Privacy Policy 4229 - Acceptable Use of Generative Artificial Intelli…,1,"Plan ESSER III Board Member Directory Board Policies Calendars Crisis Hotline Info District Annual Education Report (AER) District News EPS Staff Directory Evart Promise Plus Freedom of Information Act (FOIA) Mission/Belief/Vision Statements, and Strategic Plan Payroll Packets Re…"
